age,job,marital,education,default,balance,housing,loan,day,month,duration
71,retired,divorced,tertiary,yes,1236,yes,no,14,sep,335
41,admin.,divorced,secondary,no,6046,yes,yes,14,sep,185
73,retired,married,primary,no,934,no,no,14,sep,961
47,technician,divorced,secondary,no,1013,no,no,15,sep,170
49,technician,divorced,tertiary,no,596,yes,no,15,sep,722
40,admin.,married,secondary,no,4775,no,no,15,sep,215
57,blue-collar,married,primary,no,3109,no,no,15,sep,107
50,housemaid,married,secondary,no,388,no,no,15,sep,173
34,blue-collar,married,secondary,no,262,no,no,15,sep,89
56,services,married,secondary,no,654,no,no,15,sep,875
32,technician,single,tertiary,no,1855,no,no,15,sep,126
50,management,divorced,tertiary,no,810,no,no,15,sep,91
54,unemployed,divorced,secondary,no,1664,no,no,15,sep,106
26,management,single,tertiary,no,362,no,no,15,sep,925
40,technician,married,tertiary,no,1293,no,no,16,sep,1702
29,management,single,tertiary,no,874,yes,no,16,sep,152
52,housemaid,married,primary,no,10943,no,no,16,sep,292
38,technician,married,secondary,no,4539,no,no,16,sep,387
46,management,married,tertiary,no,2817,no,no,17,sep,543
26,management,single,tertiary,no,1646,no,no,18,sep,890
25,management,single,tertiary,no,808,no,no,18,sep,267
70,retired,married,tertiary,no,44,no,no,18,sep,1104
83,retired,married,primary,no,425,no,no,22,sep,773
43,management,divorced,tertiary,no,2367,no,no,22,sep,83
45,blue-collar,married,secondary,no,10252,no,no,22,sep,173
37,admin.,single,tertiary,no,1000,yes,no,22,sep,239
71,retired,divorced,secondary,no,4380,no,no,22,sep,369
27,management,single,tertiary,no,20585,no,no,23,sep,299
47,admin.,married,secondary,no,2601,no,no,24,sep,261
42,management,divorced,tertiary,no,238,no,no,25,sep,692
77,retired,divorced,secondary,no,0,no,no,25,sep,210
61,management,married,tertiary,no,3371,no,no,28,sep,299
57,management,married,tertiary,no,10583,no,no,28,sep,341
34,management,married,tertiary,no,16,yes,no,29,sep,316
40,blue-collar,married,secondary,no,1451,no,no,30,sep,117
84,entrepreneur,married,secondary,no,0,no,no,30,sep,992
26,student,single,secondary,no,132,no,no,1,oct,194
37,technician,married,unknown,no,189,no,no,1,oct,238
47,management,married,tertiary,no,288,no,no,1,oct,101
37,management,single,tertiary,no,1027,yes,no,1,oct,137
28,management,single,tertiary,no,6784,no,no,1,oct,502
54,management,married,tertiary,no,1464,no,no,2,oct,194
54,management,married,tertiary,no,8295,no,no,2,oct,849
61,retired,married,secondary,no,2917,no,no,6,oct,215
30,technician,single,secondary,no,158,no,no,6,oct,144
60,retired,married,primary,no,1588,no,no,6,oct,728
44,management,married,unknown,no,282,no,no,6,oct,296
33,management,single,tertiary,no,5437,no,no,7,oct,201
25,admin.,single,tertiary,no,1185,no,no,7,oct,290
54,unknown,married,unknown,no,895,no,no,7,oct,335
24,blue-collar,single,secondary,no,1857,yes,no,8,oct,147
36,technician,married,tertiary,no,4596,yes,no,8,oct,234
58,retired,married,primary,no,565,no,no,8,oct,153
33,management,single,tertiary,no,1781,no,no,8,oct,611
27,admin.,married,secondary,no,3415,no,no,9,oct,266
60,admin.,divorced,secondary,no,12039,no,no,12,oct,261
56,unemployed,married,secondary,no,12,no,no,12,oct,511
25,technician,single,secondary,no,139,no,yes,12,oct,138
21,student,single,secondary,no,2488,no,no,12,oct,180
73,retired,divorced,secondary,no,7111,yes,no,12,oct,146
67,management,divorced,tertiary,no,361,no,no,13,oct,411
51,entrepreneur,divorced,tertiary,no,2109,no,no,13,oct,79
48,management,married,tertiary,no,1093,yes,yes,13,oct,1226
35,management,single,tertiary,no,2646,no,no,13,oct,221
61,self-employed,divorced,tertiary,no,6,yes,no,13,oct,210
35,technician,single,tertiary,no,670,no,no,13,oct,301
36,admin.,divorced,secondary,no,592,no,no,13,oct,204
83,retired,single,primary,no,1965,no,no,13,oct,1003
50,management,married,primary,no,313,no,no,14,oct,958
66,housemaid,married,primary,no,40,no,no,14,oct,290
58,technician,married,primary,no,4198,no,no,15,oct,441
30,management,single,tertiary,no,536,no,no,15,oct,244
54,blue-collar,married,primary,no,1311,no,no,15,oct,485
26,admin.,single,secondary,no,766,no,no,15,oct,457
43,services,married,primary,no,2557,yes,no,15,oct,166
40,unemployed,single,tertiary,no,79,no,no,15,oct,570
57,management,married,tertiary,no,1318,no,no,16,oct,115
75,retired,married,secondary,no,3771,no,no,16,oct,186
77,retired,married,tertiary,no,0,no,no,16,oct,847
31,management,married,tertiary,no,6138,no,no,16,oct,154
22,services,single,secondary,no,129,no,no,16,oct,258
50,management,married,tertiary,no,469,no,no,16,oct,170
27,management,married,tertiary,no,893,no,no,16,oct,154
73,retired,married,unknown,no,519,no,no,16,oct,434
37,services,married,secondary,no,4017,no,no,16,oct,156
44,technician,single,tertiary,no,643,no,no,16,oct,324
40,technician,married,secondary,no,2338,no,no,16,oct,717
61,management,married,tertiary,no,0,no,no,16,oct,136
61,technician,divorced,secondary,no,6481,no,no,19,oct,131
47,blue-collar,married,secondary,no,820,no,no,19,oct,98
47,services,single,unknown,no,1784,no,no,19,oct,385
76,housemaid,divorced,primary,no,1411,no,no,19,oct,233
30,student,single,tertiary,no,7529,no,no,19,oct,328
39,technician,married,tertiary,no,206,no,no,20,oct,148
72,retired,married,primary,no,1388,no,no,20,oct,513
77,retired,married,unknown,no,1807,no,no,20,oct,373
36,technician,married,secondary,no,480,no,no,20,oct,213
65,retired,married,secondary,no,571,yes,no,20,oct,349
54,technician,married,secondary,no,3994,no,yes,20,oct,595
46,admin.,single,secondary,no,1693,yes,no,20,oct,427
28,management,single,tertiary,no,80,no,no,20,oct,676
61,management,married,tertiary,no,267,no,no,21,oct,192
53,housemaid,married,primary,no,2581,no,no,21,oct,828
27,student,single,tertiary,no,1134,no,no,21,oct,825
55,unemployed,divorced,secondary,no,309,no,no,21,oct,467
33,management,single,tertiary,no,6807,no,no,21,oct,512
87,retired,divorced,primary,no,6746,no,no,21,oct,749
57,management,married,tertiary,no,375,no,no,21,oct,135
33,self-employed,single,tertiary,no,658,yes,no,21,oct,307
51,technician,married,secondary,no,371,yes,yes,21,oct,287
76,retired,divorced,primary,no,2693,no,no,21,oct,107
19,student,single,secondary,no,329,no,no,22,oct,252
33,admin.,married,tertiary,no,79,yes,no,22,oct,249
55,management,divorced,tertiary,no,0,no,no,22,oct,360
31,blue-collar,single,unknown,no,6281,no,no,22,oct,257
92,retired,married,unknown,no,775,no,no,22,oct,313
30,technician,single,tertiary,no,411,no,no,22,oct,127
68,retired,single,tertiary,no,2144,no,no,22,oct,277
41,technician,single,tertiary,no,431,no,no,22,oct,133
29,self-employed,married,secondary,no,123,no,yes,22,oct,247
27,blue-collar,single,secondary,no,3792,no,no,22,oct,504
78,retired,married,unknown,no,4807,no,no,22,oct,1002
82,retired,married,primary,no,8603,no,no,22,oct,306
29,technician,single,tertiary,no,2178,no,no,22,oct,260
76,retired,married,tertiary,no,2991,no,no,22,oct,344
38,management,married,tertiary,no,4174,no,no,23,oct,336
60,technician,married,secondary,no,10925,no,no,23,oct,270
33,services,divorced,secondary,no,2411,yes,no,23,oct,130
43,blue-collar,married,secondary,no,14646,no,no,23,oct,210
61,retired,married,secondary,no,86,no,no,23,oct,149
43,technician,single,unknown,no,11115,no,no,23,oct,476
57,management,married,primary,no,6900,no,no,23,oct,255
33,management,married,tertiary,no,5878,no,no,23,oct,438
77,management,married,unknown,no,1780,yes,no,23,oct,221
35,technician,single,secondary,no,183,no,no,23,oct,281
59,retired,married,primary,no,3648,no,no,23,oct,257
76,retired,married,secondary,no,4112,no,no,23,oct,282
73,retired,married,primary,no,542,no,no,26,oct,355
81,retired,married,primary,no,243,no,no,27,oct,131
41,unknown,single,unknown,no,942,no,no,27,oct,143
57,technician,married,secondary,no,254,no,no,27,oct,207
28,technician,single,unknown,no,0,yes,no,27,oct,96
38,blue-collar,single,secondary,no,0,no,no,27,oct,297
52,services,married,secondary,no,992,yes,no,27,oct,424
22,student,single,secondary,no,23,no,no,27,oct,137
53,unknown,married,primary,no,732,no,no,27,oct,759
60,admin.,married,unknown,no,4629,yes,no,27,oct,624
56,management,married,secondary,no,0,no,no,27,oct,298
38,housemaid,divorced,secondary,no,70,no,no,27,oct,255
44,management,single,tertiary,no,5063,no,no,27,oct,418
69,retired,divorced,secondary,no,4572,no,no,27,oct,146
36,student,single,tertiary,no,129,no,no,27,oct,149
75,self-employed,married,unknown,no,4984,no,no,28,oct,509
65,retired,married,primary,no,1004,no,no,28,oct,371
64,retired,married,secondary,no,4787,no,no,28,oct,501
30,admin.,single,secondary,no,914,yes,no,28,oct,524
57,housemaid,married,tertiary,no,2326,no,no,28,oct,207
31,management,married,tertiary,no,81,yes,no,29,oct,164
36,management,married,tertiary,no,203,no,no,29,oct,139
64,management,married,tertiary,no,3951,no,no,29,oct,164
54,technician,married,unknown,no,240,yes,no,29,oct,142
26,admin.,single,secondary,no,338,no,no,29,oct,209
51,self-employed,single,secondary,no,0,no,no,29,oct,1707
72,retired,married,secondary,no,0,no,no,29,oct,189
30,management,married,tertiary,no,944,no,no,29,oct,251
60,blue-collar,married,primary,no,5,no,no,29,oct,401
30,management,single,tertiary,no,697,no,no,29,oct,215
66,retired,married,tertiary,no,1948,no,no,29,oct,106
50,technician,married,secondary,no,3654,no,no,29,oct,215
47,management,single,tertiary,no,551,no,no,29,oct,124
80,retired,married,primary,no,997,no,no,29,oct,746
61,management,married,tertiary,no,477,yes,no,29,oct,377
47,management,married,tertiary,no,3663,no,no,29,oct,424
30,technician,single,secondary,no,853,no,no,29,oct,279
21,student,single,primary,no,8278,no,no,29,oct,445
62,management,married,tertiary,no,7458,no,no,30,oct,212
26,technician,single,secondary,no,44,no,no,30,oct,217
36,blue-collar,married,secondary,no,1193,no,no,30,oct,640
87,retired,married,primary,no,230,no,no,30,oct,144
61,retired,married,primary,no,8729,no,no,30,oct,480
70,retired,married,secondary,no,2384,no,no,30,oct,196
60,management,married,tertiary,no,3401,no,no,30,oct,294
41,services,married,tertiary,no,881,no,no,30,oct,257
22,student,single,secondary,no,1522,no,no,30,oct,368
60,retired,divorced,secondary,no,4243,no,no,30,oct,416
54,technician,married,secondary,no,473,no,yes,2,nov,182
35,self-employed,single,tertiary,no,5462,no,no,2,nov,188
59,management,married,secondary,no,4412,no,no,2,nov,162
29,student,single,unknown,no,10332,no,no,2,nov,46
48,management,married,secondary,no,0,yes,yes,3,nov,1233
37,management,married,tertiary,no,238,no,no,3,nov,149
36,management,single,tertiary,no,62,yes,no,3,nov,566
52,admin.,single,secondary,no,2398,yes,no,3,nov,412
67,retired,divorced,secondary,no,704,no,no,3,nov,537
36,self-employed,married,tertiary,no,506,no,no,3,nov,217
64,management,married,unknown,no,2352,no,no,3,nov,181
29,technician,single,secondary,no,938,no,no,3,nov,358
27,management,single,tertiary,no,1720,no,no,3,nov,284
76,retired,married,primary,no,1492,no,no,3,nov,383
34,management,married,tertiary,no,1778,no,no,4,nov,358
54,technician,married,secondary,no,0,no,no,6,nov,464
67,retired,married,primary,no,942,no,no,6,nov,455
24,technician,married,secondary,no,556,yes,no,6,nov,368
53,admin.,married,secondary,no,10541,no,no,9,nov,178
33,student,married,secondary,no,1536,no,no,9,nov,262
24,student,single,tertiary,no,235,no,no,9,nov,118
32,management,single,tertiary,no,935,no,no,9,nov,165
60,self-employed,married,tertiary,no,10861,no,no,9,nov,98
64,entrepreneur,married,tertiary,no,2331,no,no,9,nov,201
35,management,single,tertiary,no,1228,no,no,9,nov,696
24,student,single,secondary,no,125,no,no,9,nov,263
42,management,married,tertiary,no,2816,no,no,10,nov,193
40,management,married,tertiary,no,0,no,no,10,nov,147
33,management,married,tertiary,no,22867,yes,no,10,nov,266
71,housemaid,divorced,primary,no,1311,no,no,10,nov,301
52,unemployed,married,secondary,no,94,no,no,10,nov,293
47,admin.,married,secondary,no,0,no,no,10,nov,213
49,management,married,primary,no,3371,no,no,11,nov,269
26,management,single,tertiary,no,943,no,no,11,nov,166
40,management,married,tertiary,no,9366,no,no,11,nov,69
32,technician,single,tertiary,no,6746,no,no,11,nov,199
33,services,married,secondary,no,1076,no,no,11,nov,131
35,management,married,tertiary,no,0,yes,no,11,nov,229
53,management,married,tertiary,no,1624,no,no,11,nov,166
20,student,single,unknown,no,801,no,no,11,nov,244
44,self-employed,divorced,tertiary,no,1070,yes,no,11,nov,172
21,student,single,secondary,no,123,no,no,11,nov,513
36,blue-collar,single,secondary,no,3623,no,no,12,nov,71
31,management,single,tertiary,no,533,no,no,12,nov,90
42,technician,married,secondary,no,994,yes,no,12,nov,227
33,services,married,secondary,no,386,no,no,12,nov,253
29,management,single,tertiary,no,1026,no,no,12,nov,226
30,unemployed,single,secondary,no,2424,no,no,12,nov,110
32,management,married,tertiary,no,1331,no,no,12,nov,126
54,unknown,married,secondary,no,2206,no,no,12,nov,104
82,retired,divorced,tertiary,no,0,no,no,12,nov,226
47,management,married,tertiary,no,4693,no,yes,12,nov,89
48,blue-collar,married,secondary,no,1230,yes,no,12,nov,169
77,retired,divorced,secondary,no,3417,no,no,12,nov,134
38,admin.,married,secondary,no,1767,yes,no,12,nov,893
27,student,single,tertiary,no,5291,no,no,12,nov,192
43,services,single,secondary,no,3403,yes,no,12,nov,707
33,technician,married,secondary,no,133,no,no,12,nov,627
27,admin.,single,secondary,no,4745,no,no,12,nov,411
76,retired,married,primary,no,3324,no,no,13,nov,122
81,retired,married,primary,no,5220,no,no,13,nov,135
71,retired,married,primary,no,2600,no,no,13,nov,186
39,admin.,married,secondary,no,260,yes,no,13,nov,226
18,student,single,primary,no,608,no,no,13,nov,210
58,services,divorced,secondary,no,462,no,no,13,nov,495
44,technician,divorced,secondary,no,14,no,no,13,nov,167
67,retired,married,secondary,no,1146,no,no,13,nov,259
31,services,single,secondary,no,181,no,no,13,nov,239
61,retired,married,secondary,no,3114,no,no,13,nov,381
36,technician,single,secondary,no,376,no,no,13,nov,193
56,retired,married,primary,no,9367,no,no,13,nov,271
24,student,single,secondary,no,382,no,no,13,nov,256
33,admin.,married,secondary,no,920,no,no,16,nov,130
34,blue-collar,single,unknown,no,129,yes,yes,16,nov,295
58,admin.,married,secondary,no,169,no,no,16,nov,301
64,retired,married,unknown,no,679,no,no,16,nov,167
27,blue-collar,single,secondary,no,535,no,no,16,nov,183
63,management,married,tertiary,no,3115,no,no,16,nov,432
23,student,single,secondary,no,1234,no,no,16,nov,250
37,technician,single,tertiary,no,197,no,no,16,nov,175
43,management,married,tertiary,no,3186,no,no,16,nov,380
35,technician,married,tertiary,no,3160,yes,no,16,nov,445
33,blue-collar,married,primary,no,195,no,no,16,nov,984
75,retired,married,tertiary,no,6027,no,no,16,nov,1248
40,admin.,married,tertiary,no,764,yes,no,17,nov,85
52,management,married,tertiary,no,583,no,no,17,nov,209
55,technician,divorced,tertiary,no,0,no,no,17,nov,134
71,retired,married,secondary,no,5715,no,no,17,nov,747
78,retired,married,tertiary,no,1204,no,no,17,nov,135
35,technician,married,secondary,no,4922,yes,no,17,nov,393
52,technician,married,secondary,no,234,no,no,17,nov,255
31,management,single,tertiary,no,9421,no,no,25,nov,372
31,admin.,single,secondary,no,4198,no,no,25,nov,234
38,management,married,unknown,no,3576,no,no,25,nov,349
28,student,single,secondary,no,1925,no,no,25,nov,487
72,retired,married,secondary,no,1129,no,no,25,nov,208
29,admin.,single,secondary,no,265,yes,no,25,nov,414
46,housemaid,married,secondary,no,38,no,no,25,nov,541
53,technician,married,secondary,no,1982,yes,yes,27,nov,160
58,technician,married,secondary,no,3399,no,no,30,nov,1628
22,student,single,tertiary,no,691,no,no,30,nov,260
28,admin.,married,secondary,no,330,no,no,2,dec,357
31,technician,married,secondary,no,318,no,no,2,dec,310
26,blue-collar,single,tertiary,no,644,no,no,2,dec,346
60,retired,divorced,tertiary,no,4,yes,no,2,dec,415
29,technician,single,secondary,no,1165,no,no,3,dec,244
36,admin.,divorced,tertiary,no,4708,no,no,3,dec,284
68,retired,married,tertiary,no,2820,no,no,3,dec,154
48,management,married,tertiary,no,1147,no,no,3,dec,155
53,unemployed,married,primary,no,980,yes,no,3,dec,352
39,technician,married,secondary,no,2983,no,no,3,dec,472
28,services,single,secondary,no,339,no,no,3,dec,350
72,retired,married,unknown,no,1940,no,no,4,dec,705
29,management,single,tertiary,no,1445,no,no,4,dec,271
26,student,single,tertiary,no,294,no,no,4,dec,208
49,management,married,tertiary,no,5887,no,no,4,dec,439
43,management,single,tertiary,no,11891,no,no,4,dec,821
28,student,single,unknown,no,78,no,no,4,dec,232
44,admin.,single,secondary,no,733,yes,no,4,dec,360
73,retired,divorced,primary,no,5028,no,no,4,dec,696
39,management,married,tertiary,no,481,no,no,7,dec,929
29,student,single,secondary,no,314,no,no,7,dec,415
31,technician,married,secondary,no,684,yes,no,7,dec,620
30,student,single,secondary,no,1681,no,no,7,dec,329
50,admin.,married,secondary,no,10250,yes,no,7,dec,254
42,management,married,tertiary,no,254,no,no,9,dec,288
